context,layer,method,scope,block_size,promotion_target,topk,warmup,measurements,kernel_launches,median_ms,p5_ms,p95_ms,mean_ms,std_ms
16384,17,two_pass_kernel,kernel,64,0.2,512,50,500,4,0.0604160018265247,0.0583680011332035,0.0646207999438047,0.0607952005565166,0.002792507637124
16384,17,two_pass_plus_topk,indexer_topk,64,0.2,512,50,500,5,0.0880640000104904,0.0849919989705085,0.0949888005852699,0.0884538878649473,0.0038735968051472
16384,17,two_pass_kernel,kernel,64,0.2,1024,50,500,4,0.0604160018265247,0.0584000013768672,0.0645119994878768,0.0606948485746979,0.0027090623904056
16384,17,two_pass_plus_topk,indexer_topk,64,0.2,1024,50,500,5,0.0913280025124549,0.0757760033011436,0.0972800031304359,0.0885783690810203,0.0084709297656837
16384,17,two_pass_kernel,kernel,64,0.2,2048,50,500,4,0.059503998607397,0.0583680011332035,0.0645119994878768,0.06034553668648,0.0027995556805232
16384,17,two_pass_plus_topk,indexer_topk,64,0.2,2048,50,500,5,0.0829439982771873,0.0807327967137098,0.0993279963731765,0.0879258234351873,0.0081182123042727
16384,17,two_pass_kernel,kernel,128,0.05,512,50,500,4,0.0605759993195533,0.0593920014798641,0.0634879991412162,0.0613036800920963,0.0024268297656798
16384,17,two_pass_plus_topk,indexer_topk,128,0.05,512,50,500,5,0.0870239995419979,0.0780799984931945,0.0993279963731765,0.0888068477809429,0.0084939217237945
16384,17,two_pass_kernel,kernel,128,0.05,1024,50,500,4,0.060479998588562,0.0593920014798641,0.0656784005463122,0.0613445761501789,0.002788519851583
16384,17,two_pass_plus_topk,indexer_topk,128,0.05,1024,50,500,5,0.0880640000104904,0.0839679986238479,0.0943200025707482,0.0885103999078273,0.0046436804104214
16384,17,two_pass_kernel,kernel,128,0.05,2048,50,500,4,0.0594879984855651,0.0583680011332035,0.0655359998345375,0.0605048325881361,0.0034275345730617
16384,17,two_pass_plus_topk,indexer_topk,128,0.05,2048,50,500,5,0.0892000012099742,0.0819199979305267,0.0962560027837753,0.088617215976119,0.0051933553506721
16384,17,two_pass_kernel,kernel,128,0.1,512,50,500,4,0.0595199987292289,0.0583680011332035,0.0634879991412162,0.0604302087277174,0.003273048721146
