policy,layer,base_context_length,workload,qk_reduction,recall,top128_recall,top512_recall,top2048_recall,index_mass_ratio,newly_hot_miss_rate
dynamic_bucket16_m-3_age4,25,16384,long-code,0.4576692321677474,0.9823334461122047,0.9994258530183728,0.9975291174540682,0.9823334461122047,0.9966943504982364,0.0482521995813618
dynamic_bucket16_m-3_age4,25,16384,long-text,0.4188075618031992,0.9817592991305776,0.9962270341207348,0.9937869094488188,0.9817592991305776,0.9955085635381112,0.0527023486504937
dynamic_bucket16_m-3_age4,25,32768,long-code,0.4712899004959985,0.9381523232447506,0.9930897309711286,0.9777364255249344,0.9381523232447506,0.9854433682562516,0.1178105095268717
dynamic_bucket16_m-3_age4,25,32768,long-text,0.4051372572889402,0.9373961921751968,0.9875738188976378,0.9730048392388452,0.9373961921751968,0.9836709689550877,0.1145727608261715
dynamic_bucket16_m-3_age8,2,8192,long-code,0.1715190644414667,0.9820438094652232,0.9996924212598424,0.9978930856299212,0.9820438094652232,0.999014273001636,0.0469785094319996
dynamic_bucket16_m-3_age8,2,8192,long-text,0.1308478653036681,0.9859936331200788,0.9999384842519684,0.9984313484251968,0.9859936331200788,0.9994791490473248,0.0364648994498375
dynamic_bucket16_m-3_age8,2,16384,long-code,0.4318016046681254,0.9469593278379264,0.9991592847769027,0.9924745734908136,0.9469593278379264,0.9951174455620336,0.1269363810452497
dynamic_bucket16_m-3_age8,2,16384,long-text,0.3929244422831438,0.9598250902230973,0.9994668635170604,0.9935459727690288,0.9598250902230973,0.9952348378773668,0.0978786783913689
dynamic_bucket16_m-3_age8,2,32768,long-code,0.6529418930442197,0.9079967909284776,0.9955708661417324,0.9763677001312336,0.9079967909284776,0.9847077334208368,0.1864763896309846
dynamic_bucket16_m-3_age8,2,32768,long-text,0.6134931986245094,0.9168550586450132,0.9955298556430446,0.9779414780183728,0.9168550586450132,0.98425210716699,0.1669113148878651
dynamic_bucket16_m-3_age8,5,8192,long-code,0.2943597191963205,0.9774403809875328,1.0,0.9991234005905512,0.9774403809875328,0.9991978483580116,0.0797765677455209
dynamic_bucket16_m-3_age8,5,8192,long-text,0.1936811524028567,0.9775121493602362,0.999876968503937,0.9977444225721784,0.9775121493602362,0.9987917266164332,0.0690231829659539
dynamic_bucket16_m-3_age8,5,16384,long-code,0.5749666140585165,0.9598084297080052,0.9993643372703412,0.9958886975065616,0.9598084297080052,0.9944906170197004,0.1156431685670013
dynamic_bucket16_m-3_age8,5,16384,long-text,0.5098516176112868,0.9585755515912072,0.998523622047244,0.993894562007874,0.9585755515912072,0.9926035663052492,0.1075592913588941
dynamic_bucket16_m-3_age8,5,32768,long-code,0.6941051028179741,0.9226759863024936,0.9951402559055118,0.9825807906824148,0.9226759863024936,0.9839190489391988,0.1675772820099337
dynamic_bucket16_m-3_age8,5,32768,long-text,0.6455387615797172,0.9082838644192912,0.9910392060367454,0.9731124917979004,0.9082838644192912,0.9781134196124808,0.1838835848453603
dynamic_bucket16_m-3_age8,8,8192,long-code,0.2154882154882155,0.9774109046916012,1.0,0.9988978428477692,0.9774109046916012,0.9992188837881828,0.0699402740862998
dynamic_bucket16_m-3_age8,8,8192,long-text,0.1315280464216635,0.9810057312171916,0.9998359580052494,0.9980058645013123,0.9810057312171916,0.9989415766871916,0.0543284025017537
dynamic_bucket16_m-3_age8,8,16384,long-code,0.6352067222797296,0.9707761749507874,0.9995898950131232,0.9968832020997376,0.9707761749507874,0.9951208011758098,0.0870780955714866
dynamic_bucket16_m-3_age8,8,16384,long-text,0.5935688571602904,0.9618474204396326,0.9973548228346456,0.9928641732283464,0.9618474204396326,0.9916343932109292,0.1034110571214205
dynamic_bucket16_m-3_age8,8,32768,long-code,0.6603561101810987,0.9021566395997376,0.9839854002624672,0.9648898868110236,0.9021566395997376,0.97193528927512,0.1784411544313683
dynamic_bucket16_m-3_age8,8,32768,long-text,0.6305322556046973,0.9010288508858268,0.9847851049868768,0.964587434383202,0.9010288508858268,0.9738077098530006,0.1795453308479959
dynamic_bucket16_m-3_age8,11,8192,long-code,0.1926782273603082,0.9766227341699476,0.9999384842519684,0.998539000984252,0.9766227341699476,0.9985976584876026,0.0717954016792255
dynamic_bucket16_m-3_age8,11,8192,long-text,0.1548699334543254,0.9825218380905512,0.9999589895013123,0.9994104740813649,0.9825218380905512,0.998988896121504,0.0584231949481136
dynamic_bucket16_m-3_age8,11,16384,long-code,0.482138517618469,0.9632456221292652,0.9996719160104988,0.9969959809711286,0.9632456221292652,0.994502604575116,0.1029976366643229
dynamic_bucket16_m-3_age8,11,16384,long-text,0.4233009708737864,0.9585819594816272,0.9991182742782152,0.9945302247375328,0.9585819594816272,0.9927509529006328,0.1037405433047465
dynamic_bucket16_m-3_age8,11,32768,long-code,0.6125148587277881,0.928231627296588,0.9938689304461942,0.9800330134514436,0.928231627296588,0.9825082842922608,0.1458709412143041
dynamic_bucket16_m-3_age8,11,32768,long-text,0.5772793759141882,0.918824844160105,0.9945456036745408,0.9785412565616798,0.918824844160105,0.9817668021465364,0.1612034266660296
dynamic_bucket16_m-3_age8,14,8192,long-code,0.2007722007722008,0.9783182619750656,0.9999179790026248,0.9984826115485564,0.9783182619750656,0.9983796717059727,0.0654051028452367
dynamic_bucket16_m-3_age8,14,8192,long-text,0.0927312243419463,0.98729187171916,0.9999589895013123,0.9989337270341208,0.98729187171916,0.9988944167562596,0.0388105003814101
dynamic_bucket16_m-3_age8,14,16384,long-code,0.4100561386380278,0.9597943323490814,0.9976213910761156,0.9903163959973752,0.9597943323490814,0.9919126322054332,0.0920951798724829
dynamic_bucket16_m-3_age8,14,16384,long-text,0.3304780997509264,0.9564058398950132,0.9979904855643044,0.989865280511811,0.9564058398950132,0.9911853705754464,0.093238570559091
dynamic_bucket16_m-3_age8,14,32768,long-code,0.526411990495339,0.8907326525590551,0.9835547900262468,0.9553703248031497,0.8907326525590551,0.9701270313872812,0.1873055074343795
dynamic_bucket16_m-3_age8,14,32768,long-text,0.4837844428188247,0.895015686515748,0.9833087270341208,0.956421218832021,0.895015686515748,0.9723788883231552,0.1784674535397176
dynamic_bucket16_m-3_age8,17,8192,long-code,0.1404535479151426,0.9747606012139108,0.9993438320209974,0.9955503608923884,0.9747606012139108,0.9982316397371432,0.0610889446845081
dynamic_bucket16_m-3_age8,17,8192,long-text,0.0928770105212238,0.982667937992126,0.99876968503937,0.9960373605643044,0.982667937992126,0.9985271013873092,0.0411175876417091
dynamic_bucket16_m-3_age8,17,16384,long-code,0.3759917630670462,0.9483152374507874,0.9939714566929134,0.9838674950787402,0.9483152374507874,0.992193729291415,0.1050336441276063
dynamic_bucket16_m-3_age8,17,16384,long-text,0.3075799975666139,0.9462685572506562,0.9949352034120736,0.9824936433727034,0.9462685572506562,0.9891308300889116,0.1009893272843555
dynamic_bucket16_m-3_age8,17,32768,long-code,0.5440253488513802,0.9023245263287402,0.9823654855643044,0.9572209235564304,0.9023245263287402,0.9766763781235336,0.163563278296428
dynamic_bucket16_m-3_age8,17,32768,long-text,0.4922178988326848,0.8867379736712598,0.9719898293963256,0.943241469816273,0.8867379736712598,0.968558757850348,0.1785742873076625
dynamic_bucket16_m-3_age8,21,8192,long-code,0.0776416353269441,0.9888092601706036,0.999876968503937,0.9990670111548556,0.9888092601706036,0.9993824505188434,0.0308766086848249
dynamic_bucket16_m-3_age8,21,8192,long-text,0.0616273471352912,0.99266937335958,0.999138779527559,0.997441970144357,0.99266937335958,0.998991563584199,0.0154227366414076
dynamic_bucket16_m-3_age8,21,16384,long-code,0.2768874535372616,0.9616218626968503,0.9969242125984252,0.990603469488189,0.9616218626968503,0.9949001840593744,0.0818377164578083
dynamic_bucket16_m-3_age8,21,16384,long-text,0.3149261891744123,0.9583307701771654,0.9959194553805776,0.985851377952756,0.9583307701771654,0.9908203860576316,0.0807345260450355
dynamic_bucket16_m-3_age8,21,32768,long-code,0.4565018594159604,0.9163936905347768,0.9859128937007874,0.9658638861548556,0.9163936905347768,0.9806482472690822,0.1448077568874814
dynamic_bucket16_m-3_age8,21,32768,long-text,0.4529314867915319,0.9125758694225722,0.9896038385826772,0.9648950131233596,0.9125758694225722,0.9793017080498168,0.1482242098050016
dynamic_bucket16_m-3_age8,25,8192,long-code,0.2245614035087719,0.98217453042979,0.999630905511811,0.9980109908136484,0.98217453042979,0.998486867568625,0.0528643150575965
dynamic_bucket16_m-3_age8,25,8192,long-text,0.0856968959220937,0.9864934485728346,0.999261811023622,0.997329191272966,0.9864934485728346,0.9986877497371994,0.0374102873398746
dynamic_bucket16_m-3_age8,25,16384,long-code,0.5161603298769026,0.97533218503937,0.9990977690288714,0.995868192257218,0.97533218503937,0.9951206888954188,0.0609482142874725
dynamic_bucket16_m-3_age8,25,16384,long-text,0.4779018941233608,0.9734815862860892,0.9940534776902888,0.990357406496063,0.9734815862860892,0.993127325643962,0.0679239934623684
dynamic_bucket16_m-3_age8,25,32768,long-code,0.541679352128113,0.909911468585958,0.9879019028871392,0.964126066272966,0.909911468585958,0.9773374830338658,0.1555891570435611
dynamic_bucket16_m-3_age8,25,32768,long-text,0.4855575868372943,0.9084120222276902,0.9801919291338582,0.956769808070866,0.9084120222276902,0.9750075190332328,0.1520962945586243
dynamic_bucket16_m-3_recent1024,2,8192,long-code,0.3252662149080348,0.9307576177001312,0.9982365485564304,0.9831241797900262,0.9307576177001312,0.9952926067608374,0.1352707658053378
dynamic_bucket16_m-3_recent1024,2,8192,long-text,0.2939328015470147,0.942639128116798,0.9995898950131232,0.9884555446194224,0.942639128116798,0.997083854128502,0.117482872222961
dynamic_bucket16_m-3_recent1024,2,16384,long-code,0.6641179683233206,0.8499656537073491,0.9888451443569554,0.953001968503937,0.8499656537073491,0.9797662458694204,0.2738297080155583
dynamic_bucket16_m-3_recent1024,2,16384,long-text,0.6147859922178989,0.8700082533628609,0.9856873359580052,0.95069000164042,0.8700082533628609,0.976075246572224,0.2325929546615904
dynamic_bucket16_m-3_recent1024,2,32768,long-code,0.8244609574856865,0.7688994320045932,0.9524688320209974,0.8935213664698163,0.7688994320045932,0.9423551458176674,0.3656529161541165
dynamic_bucket16_m-3_recent1024,2,32768,long-text,0.8049456405883607,0.779061064632546,0.9517921587926508,0.8901021161417323,0.779061064632546,0.93591711975076,0.3427359474320426
dynamic_bucket16_m-3_recent1024,5,8192,long-code,0.4878993223620522,0.9207613086450132,0.9996104002624672,0.9920234580052494,0.9207613086450132,0.996267847624531,0.2088311408634958
dynamic_bucket16_m-3_recent1024,5,8192,long-text,0.3407550822846079,0.937125779199475,0.9992002952755904,0.9907572588582676,0.937125779199475,0.995591696709178,0.1545478183244994
dynamic_bucket16_m-3_recent1024,5,16384,long-code,0.7003891050583657,0.8837557414698163,0.9919824475065616,0.9725485974409448,0.8837557414698163,0.9756315953982332,0.2508987128511176
dynamic_bucket16_m-3_recent1024,5,16384,long-text,0.6424139189682443,0.8917899544783464,0.9935408464566928,0.9736610072178478,0.8917899544783464,0.9746099646461804,0.2210881188464789
dynamic_bucket16_m-3_recent1024,5,32768,long-code,0.8302070645554203,0.783568374753937,0.958374343832021,0.9071368520341208,0.783568374753937,0.929939946003142,0.3539566127620954
dynamic_bucket16_m-3_recent1024,5,32768,long-text,0.7989039427614553,0.7801375902230971,0.9588049540682416,0.9054297900262468,0.7801375902230971,0.9286250364424412,0.3589565362008051
dynamic_bucket16_m-3_recent1024,8,8192,long-code,0.4107532090094453,0.91307952960958,0.99973343175853,0.9913365321522308,0.91307952960958,0.9960307838484276,0.2043603631362673
dynamic_bucket16_m-3_recent1024,8,8192,long-text,0.287378640776699,0.9332592581200788,0.9995488845144356,0.990347153871391,0.9332592581200788,0.9954557963940198,0.1514366690751072
dynamic_bucket16_m-3_recent1024,8,16384,long-code,0.7112838576460585,0.916733308727034,0.9967806758530184,0.9854617782152232,0.916733308727034,0.9818698678337,0.1925891475538254
dynamic_bucket16_m-3_recent1024,8,16384,long-text,0.6905497969327756,0.9074457123523622,0.995980971128609,0.9819963910761156,0.9074457123523622,0.978017399471892,0.209929834399171
dynamic_bucket16_m-3_recent1024,8,32768,long-code,0.8110149872060436,0.7301893659776902,0.922367125984252,0.8615229248687664,0.7301893659776902,0.8906446178274446,0.3955084209266435
dynamic_bucket16_m-3_recent1024,8,32768,long-text,0.7802261436713297,0.7511687992125984,0.9244791666666666,0.8697096456692913,0.7511687992125984,0.9081814295072264,0.3655882916863163
dynamic_bucket16_m-3_recent1024,11,8192,long-code,0.4079374624173181,0.9107752522145668,0.9981750328083988,0.9870919455380578,0.9107752522145668,0.9924538901304456,0.207260814617757
dynamic_bucket16_m-3_recent1024,11,8192,long-text,0.2933301169943312,0.940919250328084,0.9997949475065616,0.9965243602362204,0.940919250328084,0.9958149230638236,0.1544821691618612
dynamic_bucket16_m-3_recent1024,11,16384,long-code,0.6546118721461187,0.8856383796751969,0.9947301509186351,0.9759319635826772,0.8856383796751969,0.9746532851192105,0.2368158688587984
dynamic_bucket16_m-3_recent1024,11,16384,long-text,0.6111922141119221,0.8789857078412073,0.9915723425196852,0.9708517880577427,0.8789857078412073,0.970851654007748,0.2336837911290746
dynamic_bucket16_m-3_recent1024,11,32768,long-code,0.7681715713154207,0.790641404199475,0.9505208333333334,0.8965766486220472,0.790641404199475,0.9245574143430904,0.3163606096522547
dynamic_bucket16_m-3_recent1024,11,32768,long-text,0.7539267015706806,0.776117279773622,0.9520177165354332,0.8925217355643045,0.776117279773622,0.924624942123868,0.3371073747821141
dynamic_bucket16_m-3_recent1024,14,8192,long-code,0.411051866214251,0.917489439796588,0.9964320866141732,0.9829396325459318,0.917489439796588,0.9902777046042108,0.1836190252440153
dynamic_bucket16_m-3_recent1024,14,8192,long-text,0.2089480048367593,0.9503260334645668,0.9993643372703412,0.9920849737532808,0.9503260334645668,0.994340520570332,0.1096420637009171
dynamic_bucket16_m-3_recent1024,14,16384,long-code,0.5914396887159533,0.861075654117454,0.972420439632546,0.9402784612860892,0.861075654117454,0.9582602987057932,0.2321328117666672
dynamic_bucket16_m-3_recent1024,14,16384,long-text,0.5207043108682453,0.8523929625984252,0.9771366469816272,0.9361107693569554,0.8523929625984252,0.9549279378475526,0.2375877098872501
dynamic_bucket16_m-3_recent1024,14,32768,long-code,0.7380271405099494,0.7002042835465879,0.9046916010498688,0.822029814632546,0.7002042835465879,0.8825318239840393,0.4092997860105692
dynamic_bucket16_m-3_recent1024,14,32768,long-text,0.6901846097605557,0.7265355868602362,0.9185121391076116,0.8407972440944882,0.7265355868602362,0.8988574697786659,0.37620056923288
dynamic_bucket16_m-3_recent1024,17,8192,long-code,0.3488372093023255,0.907234251968504,0.9915108267716536,0.9717591453412072,0.907234251968504,0.9907047091089588,0.1741457892042041
dynamic_bucket16_m-3_recent1024,17,8192,long-text,0.2719106579266812,0.928345687746063,0.9895628280839897,0.9727587762467192,0.928345687746063,0.9918266061319634,0.130905508107165
dynamic_bucket16_m-3_recent1024,17,16384,long-code,0.5798370424419312,0.8510242372047244,0.9653666338582676,0.929323531824147,0.8510242372047244,0.9707396354252548,0.2379250522054218
dynamic_bucket16_m-3_recent1024,17,16384,long-text,0.5177615571776155,0.8499400221456693,0.9687705052493438,0.930543594160105,0.8499400221456693,0.9599628244478196,0.2301400793593741
dynamic_bucket16_m-3_recent1024,17,32768,long-code,0.7351166900249833,0.7393308624507874,0.8966535433070866,0.8368551099081365,0.7393308624507874,0.9119838232049828,0.3481103652599513
dynamic_bucket16_m-3_recent1024,17,32768,long-text,0.7022463348471456,0.7147886421423885,0.877440124671916,0.8104648540026247,0.7147886421423885,0.8938682027648992,0.3688160758280587
dynamic_bucket16_m-3_recent1024,21,8192,long-code,0.2162423072281887,0.9560892901082676,0.9986876640419948,0.9915467109580052,0.9560892901082676,0.9968041130279892,0.0910933213438648
dynamic_bucket16_m-3_recent1024,21,8192,long-text,0.1386782231852654,0.9668276328740156,0.9952017716535432,0.9864716617454068,0.9668276328740156,0.9949355943273136,0.0575938445609753
dynamic_bucket16_m-3_recent1024,21,16384,long-code,0.4595630743017099,0.8947311761811023,0.9831036745406824,0.958615280511811,0.8947311761811023,0.9811039019591432,0.1751496380260387
dynamic_bucket16_m-3_recent1024,21,16384,long-text,0.4743044587534929,0.9056207451607612,0.981668307086614,0.9562059137139108,0.9056207451607612,0.975619015887492,0.1555041626520281
dynamic_bucket16_m-3_recent1024,21,32768,long-code,0.6451652200395919,0.7832992433562992,0.937130905511811,0.8778707349081365,0.7832992433562992,0.9334358968534938,0.2972976944647853
dynamic_bucket16_m-3_recent1024,21,32768,long-text,0.6318483758912792,0.7982039964730971,0.9633981299212598,0.8962793225065617,0.7982039964730971,0.9420006255365412,0.2875109103621096
dynamic_bucket16_m-3_recent1024,25,8192,long-code,0.378835467504228,0.9477846641240156,0.9975803805774278,0.9900857119422573,0.9477846641240156,0.9943784255827012,0.121474214546835
dynamic_bucket16_m-3_recent1024,25,8192,long-text,0.2180048661800486,0.9551665538877953,0.9961655183727034,0.9867792404855644,0.9551665538877953,0.9945912986425038,0.1000089764731204
dynamic_bucket16_m-3_recent1024,25,16384,long-code,0.6017226737838166,0.9220851788057742,0.9939509514435696,0.978269562007874,0.9220851788057742,0.979645038999999,0.1462794712770195
dynamic_bucket16_m-3_recent1024,25,16384,long-text,0.582807187955318,0.9447357898622047,0.980704560367454,0.9728305446194224,0.9447357898622047,0.982535983855952,0.1140643803532276
dynamic_bucket16_m-3_recent1024,25,32768,long-code,0.7238362344907479,0.7706487860892388,0.938976377952756,0.8746975475721784,0.7706487860892388,0.9227942831231544,0.3243397674748873
dynamic_bucket16_m-3_recent1024,25,32768,long-text,0.6743407028442658,0.7706577571358267,0.9188607283464568,0.8557506971784777,0.7706577571358267,0.9206343864983024,0.3119453490845673
dynamic_bucket16_m-3_recent128,2,8192,long-code,0.3252662149080348,0.9307576177001312,0.9982365485564304,0.9831241797900262,0.9307576177001312,0.9952926067608374,0.1352707658053378
dynamic_bucket16_m-3_recent128,2,8192,long-text,0.2939328015470147,0.942639128116798,0.9995898950131232,0.9884555446194224,0.942639128116798,0.997083854128502,0.117482872222961
dynamic_bucket16_m-3_recent128,2,16384,long-code,0.676056338028169,0.8451661437828084,0.9885785761154856,0.9507105068897638,0.8451661437828084,0.9789286295184282,0.2803018247995504
dynamic_bucket16_m-3_recent128,2,16384,long-text,0.6254324734446131,0.8655829642388452,0.9853182414698164,0.9487932660761156,0.8655829642388452,0.9751633595752244,0.2404298373004007
dynamic_bucket16_m-3_recent128,2,32768,long-code,0.8384109188398733,0.7648598978838582,0.9519972112860892,0.8922500410104987,0.7648598978838582,0.9412408566968168,0.3720915340774179
dynamic_bucket16_m-3_recent128,2,32768,long-text,0.8185887870390108,0.7760365403543307,0.9530839895013123,0.8900047162073491,0.7760365403543307,0.9354257635901934,0.348038029761466
dynamic_bucket16_m-3_recent128,5,8192,long-code,0.4878993223620522,0.9207613086450132,0.9996104002624672,0.9920234580052494,0.9207613086450132,0.996267847624531,0.2088311408634958
dynamic_bucket16_m-3_recent128,5,8192,long-text,0.3407550822846079,0.937125779199475,0.9992002952755904,0.9907572588582676,0.937125779199475,0.995591696709178,0.1545478183244994
dynamic_bucket16_m-3_recent128,5,16384,long-code,0.7317399501307547,0.8763161806922573,0.9927206364829396,0.973368807414698,0.8763161806922573,0.9749707644032304,0.2716423435412189
dynamic_bucket16_m-3_recent128,5,16384,long-text,0.6763026843192033,0.8807132750984252,0.9930077099737532,0.9717642716535432,0.8807132750984252,0.971837338812368,0.2445750899314422
dynamic_bucket16_m-3_recent128,5,32768,long-code,0.85008377760853,0.7773680999835958,0.958497375328084,0.9062807578740156,0.7773680999835958,0.9280231413674518,0.3656573938533534
dynamic_bucket16_m-3_recent128,5,32768,long-text,0.8171872619229011,0.7750535699639107,0.9584768700787402,0.9038457595144356,0.7750535699639107,0.926761418755313,0.3673214934216585
dynamic_bucket16_m-3_recent128,8,8192,long-code,0.4107532090094453,0.91307952960958,0.99973343175853,0.9913365321522308,0.91307952960958,0.9960307838484276,0.2043603631362673
dynamic_bucket16_m-3_recent128,8,8192,long-text,0.287378640776699,0.9332592581200788,0.9995488845144356,0.990347153871391,0.9332592581200788,0.9954557963940198,0.1514366690751072
dynamic_bucket16_m-3_recent128,8,16384,long-code,0.7504708670028556,0.9060526369750656,0.996206528871391,0.9837803477690288,0.9060526369750656,0.9793665308128852,0.218105784077919
dynamic_bucket16_m-3_recent128,8,16384,long-text,0.7318734793187348,0.8927729248687664,0.9921054790026248,0.9764651000656168,0.8927729248687664,0.9723700569228656,0.23929674512237
dynamic_bucket16_m-3_recent128,8,32768,long-code,0.8382576911361559,0.7261344529199475,0.921013779527559,0.859621062992126,0.7261344529199475,0.8883812759367558,0.401812789387293
dynamic_bucket16_m-3_recent128,8,32768,long-text,0.8055589418505424,0.7498257053805775,0.925791502624672,0.8705093503937008,0.7498257053805775,0.9079058726064836,0.3697750101427958
dynamic_bucket16_m-3_recent128,11,8192,long-code,0.4079374624173181,0.9107752522145668,0.9981750328083988,0.9870919455380578,0.9107752522145668,0.9924538901304456,0.207260814617757
dynamic_bucket16_m-3_recent128,11,8192,long-text,0.2933301169943312,0.940919250328084,0.9997949475065616,0.9965243602362204,0.940919250328084,0.9958149230638236,0.1544821691618612
dynamic_bucket16_m-3_recent128,11,16384,long-code,0.6662608060392061,0.876346938566273,0.9937253937007874,0.9730919865485564,0.876346938566273,0.971896861802124,0.2534702811584643
dynamic_bucket16_m-3_recent128,11,16384,long-text,0.6156843643448612,0.8744578924704725,0.9912852690288714,0.9691754839238844,0.8744578924704725,0.9693389392586638,0.2402712543318191
dynamic_bucket16_m-3_recent128,11,32768,long-code,0.7885130201995619,0.7798864009186351,0.948716371391076,0.8910402312992126,0.7798864009186351,0.9199519485217494,0.3322130452666899
dynamic_bucket16_m-3_recent128,11,32768,long-text,0.7675636186533544,0.7704732098917323,0.951669127296588,0.8900047162073491,0.7704732098917323,0.9224163211517868,0.3449310547226691
dynamic_bucket16_m-3_recent128,14,8192,long-code,0.411051866214251,0.917489439796588,0.9964320866141732,0.9829396325459318,0.917489439796588,0.9902777046042108,0.1836190252440153
dynamic_bucket16_m-3_recent128,14,8192,long-text,0.2089480048367593,0.9503260334645668,0.9993643372703412,0.9920849737532808,0.9503260334645668,0.994340520570332,0.1096420637009171
dynamic_bucket16_m-3_recent128,14,16384,long-code,0.613703950961947,0.8528376701935696,0.9701853674540682,0.9359979904855644,0.8528376701935696,0.9552754454504726,0.2449542129643615
dynamic_bucket16_m-3_recent128,14,16384,long-text,0.5245901639344263,0.849846466945538,0.97682906824147,0.9347317913385826,0.849846466945538,0.9539894199541272,0.2408597331767747
dynamic_bucket16_m-3_recent128,14,32768,long-code,0.755552850970608,0.6937963931266404,0.9019849081364828,0.8177032070209974,0.6937963931266404,0.8790918262431877,0.4175144838147904
dynamic_bucket16_m-3_recent128,14,32768,long-text,0.7020965382740127,0.7223435449475065,0.9183275918635172,0.8394080134514436,0.7223435449475065,0.8972855825661424,0.3824121357237024
dynamic_bucket16_m-3_recent128,17,8192,long-code,0.3488372093023255,0.907234251968504,0.9915108267716536,0.9717591453412072,0.907234251968504,0.9907047091089588,0.1741457892042041
dynamic_bucket16_m-3_recent128,17,8192,long-text,0.2719106579266812,0.928345687746063,0.9895628280839897,0.9727587762467192,0.928345687746063,0.9918266061319634,0.130905508107165
dynamic_bucket16_m-3_recent128,17,16384,long-code,0.5916915029499422,0.841802001312336,0.962659940944882,0.9241767142388452,0.841802001312336,0.9687803467146184,0.2504861544269528
dynamic_bucket16_m-3_recent128,17,16384,long-text,0.5254196059352956,0.8350147637795275,0.965940780839895,0.9225106627296588,0.8350147637795275,0.9545968871114,0.2487406915347942
dynamic_bucket16_m-3_recent128,17,32768,long-code,0.7594705613874944,0.7325525959645669,0.8953207020997376,0.8333077017716536,0.7325525959645669,0.9097467882264872,0.3587540646103244
dynamic_bucket16_m-3_recent128,17,32768,long-text,0.7228006088280061,0.7102313504757218,0.8767634514435696,0.808357939632546,0.7102313504757218,0.8919563765748387,0.3756109694398102
dynamic_bucket16_m-3_recent128,21,8192,long-code,0.2162684045377745,0.95509094078084,0.9986876640419948,0.9915108267716536,0.95509094078084,0.9967582152051372,0.0933127988601595
dynamic_bucket16_m-3_recent128,21,8192,long-text,0.1386782231852654,0.9668276328740156,0.9952017716535432,0.9864716617454068,0.9668276328740156,0.9949355943273136,0.0575938445609753
dynamic_bucket16_m-3_recent128,21,16384,long-code,0.4875373270766043,0.8802595964566929,0.9736097440944882,0.9474399196194224,0.8802595964566929,0.9770657408031777,0.1949114204530813
dynamic_bucket16_m-3_recent128,21,16384,long-text,0.4978123480797277,0.8943402948654856,0.9791461614173228,0.9498031496062992,0.8943402948654856,0.9720317409223166,0.1714699125618578
dynamic_bucket16_m-3_recent128,21,32768,long-code,0.6644542548333079,0.7778397207185039,0.935326443569554,0.8742259268372703,0.7778397207185039,0.9313454279043488,0.3046188954682862
dynamic_bucket16_m-3_recent128,21,32768,long-text,0.6533000182826498,0.7931853366961942,0.9615731627296588,0.893188156167979,0.7931853366961942,0.940030098798468,0.295295225869351
dynamic_bucket16_m-3_recent128,25,8192,long-code,0.378835467504228,0.9477846641240156,0.9975803805774278,0.9900857119422573,0.9477846641240156,0.9943784255827012,0.121474214546835
dynamic_bucket16_m-3_recent128,25,8192,long-text,0.2180048661800486,0.9551665538877953,0.9961655183727034,0.9867792404855644,0.9551665538877953,0.9945912986425038,0.1000089764731204
dynamic_bucket16_m-3_recent128,25,16384,long-code,0.6404657933042213,0.9179187684547244,0.993909940944882,0.9779414780183728,0.9179187684547244,0.9788501136224508,0.1569470723227369
dynamic_bucket16_m-3_recent128,25,16384,long-text,0.614487117160914,0.937279568569554,0.9795972769028872,0.96973937828084,0.937279568569554,0.980380985087169,0.1277013922313999
dynamic_bucket16_m-3_recent128,25,32768,long-code,0.7426222019186843,0.7671346989829396,0.9392839566929134,0.8738004429133859,0.7671346989829396,0.9217095311955776,0.3298606801849378
dynamic_bucket16_m-3_recent128,25,32768,long-text,0.6977069947318737,0.767344877788714,0.9178149606299212,0.8538693405511811,0.767344877788714,0.9192224416401076,0.317326249943646
dynamic_bucket16_m-3_recent256,2,8192,long-code,0.3252662149080348,0.9307576177001312,0.9982365485564304,0.9831241797900262,0.9307576177001312,0.9952926067608374,0.1352707658053378
dynamic_bucket16_m-3_recent256,2,8192,long-text,0.2939328015470147,0.942639128116798,0.9995898950131232,0.9884555446194224,0.942639128116798,0.997083854128502,0.117482872222961
dynamic_bucket16_m-3_recent256,2,16384,long-code,0.676056338028169,0.8451661437828084,0.9885785761154856,0.9507105068897638,0.8451661437828084,0.9789286295184282,0.2803018247995504
dynamic_bucket16_m-3_recent256,2,16384,long-text,0.6254324734446131,0.8655829642388452,0.9853182414698164,0.9487932660761156,0.8655829642388452,0.9751633595752244,0.2404298373004007
dynamic_bucket16_m-3_recent256,2,32768,long-code,0.8384109188398733,0.7648598978838582,0.9519972112860892,0.8922500410104987,0.7648598978838582,0.9412408566968168,0.3720915340774179
dynamic_bucket16_m-3_recent256,2,32768,long-text,0.8185887870390108,0.7760365403543307,0.9530839895013123,0.8900047162073491,0.7760365403543307,0.9354257635901934,0.348038029761466
dynamic_bucket16_m-3_recent256,5,8192,long-code,0.4878993223620522,0.9207613086450132,0.9996104002624672,0.9920234580052494,0.9207613086450132,0.996267847624531,0.2088311408634958
dynamic_bucket16_m-3_recent256,5,8192,long-text,0.3407550822846079,0.937125779199475,0.9992002952755904,0.9907572588582676,0.937125779199475,0.995591696709178,0.1545478183244994
dynamic_bucket16_m-3_recent256,5,16384,long-code,0.7277591973244147,0.878301345144357,0.992905183727034,0.9737840387139108,0.878301345144357,0.9753967949010742,0.2675425596792175
